zip,city,state,type
52731,Charlotte,IA,STANDARD
52732,Clinton,IA,STANDARD
52733,Clinton,IA,PO BOX
52734,Clinton,IA,UNIQUE
52736,Clinton,IA,UNIQUE
52737,Columbus City,IA,STANDARD
52738,Columbus Junction,IA,STANDARD
52739,Conesville,IA,STANDARD
52742,De Witt,IA,STANDARD
52745,Dixon,IA,STANDARD
52746,Donahue,IA,STANDARD
52747,Durant,IA,STANDARD
52748,Eldridge,IA,STANDARD
52749,Fruitland,IA,STANDARD
52750,Goose Lake,IA,STANDARD
52751,Grand Mound,IA,STANDARD
52752,Grandview,IA,PO BOX
52753,Le Claire,IA,STANDARD
52754,Letts,IA,STANDARD
52755,Lone Tree,IA,STANDARD
52756,Long Grove,IA,STANDARD
52757,Low Moor,IA,PO BOX
52758,Mc Causland,IA,PO BOX
52759,Montpelier,IA,STANDARD
52760,Moscow,IA,STANDARD
52761,Muscatine,IA,STANDARD
52765,New Liberty,IA,STANDARD
52766,Nichols,IA,STANDARD
52767,Pleasant Valley,IA,PO BOX
52768,Princeton,IA,STANDARD
52769,Stockton,IA,STANDARD
52771,Teeds Grove,IA,STANDARD
52772,Tipton,IA,STANDARD
52773,Walcott,IA,STANDARD
52774,Welton,IA,PO BOX
52776,West Liberty,IA,STANDARD
52777,Wheatland,IA,STANDARD
52778,Wilton,IA,STANDARD
52801,Davenport,IA,STANDARD
52802,Davenport,IA,STANDARD
52803,Davenport,IA,STANDARD
52804,Davenport,IA,STANDARD
52805,Davenport,IA,PO BOX
52806,Davenport,IA,STANDARD
52807,Davenport,IA,STANDARD
52808,Davenport,IA,PO BOX
52809,Davenport,IA,PO BOX
53001,Adell,WI,STANDARD
53002,Allenton,WI,STANDARD
53003,Ashippun,WI,PO BOX
53004,Belgium,WI,STANDARD
53005,Brookfield,WI,STANDARD
53006,Brownsville,WI,STANDARD
53007,Butler,WI,STANDARD
53008,Brookfield,WI,PO BOX
53010,Campbellsport,WI,STANDARD
53011,Cascade,WI,STANDARD
53012,Cedarburg,WI,STANDARD
53013,Cedar Grove,WI,STANDARD
53014,Chilton,WI,STANDARD
53015,Cleveland,WI,STANDARD
53016,Clyman,WI,PO BOX
53017,Colgate,WI,STANDARD
53018,Delafield,WI,STANDARD
53019,Eden,WI,STANDARD
53020,Elkhart Lake,WI,STANDARD
53021,Fredonia,WI,STANDARD
53022,Germantown,WI,STANDARD
53023,Glenbeulah,WI,STANDARD
53024,Grafton,WI,STANDARD
53026,Greenbush,WI,PO BOX
53027,Hartford,WI,STANDARD
53029,Hartland,WI,STANDARD
53031,Hingham,WI,PO BOX
53032,Horicon,WI,STANDARD
53033,Hubertus,WI,STANDARD
53034,Hustisford,WI,STANDARD
53035,Iron Ridge,WI,STANDARD
53036,Ixonia,WI,STANDARD
53037,Jackson,WI,STANDARD
53038,Johnson Creek,WI,STANDARD
53039,Juneau,WI,STANDARD
53040,Kewaskum,WI,STANDARD
53042,Kiel,WI,STANDARD
53044,Kohler,WI,STANDARD
53045,Brookfield,WI,STANDARD
53046,Lannon,WI,STANDARD
53047,Lebanon,WI,PO BOX
53048,Lomira,WI,STANDARD
53049,Malone,WI,STANDARD
53050,Mayville,WI,STANDARD
53051,Menomonee Falls,WI,STANDARD
53052,Menomonee Falls,WI,PO BOX
53056,Merton,WI,PO BOX
53057,Mount Calvary,WI,STANDARD
53058,Nashotah,WI,STANDARD
53059,Neosho,WI,STANDARD
53060,Newburg,WI,PO BOX
53061,New Holstein,WI,STANDARD
53062,New Holstein,WI,UNIQUE
53063,Newton,WI,STANDARD
53064,North Lake,WI,PO BOX
53065,Oakfield,WI,STANDARD
53066,Oconomowoc,WI,STANDARD
53069,Okauchee,WI,STANDARD
53070,Oostburg,WI,STANDARD
53072,Pewaukee,WI,STANDARD
53073,Plymouth,WI,STANDARD
53074,Port Washington,WI,STANDARD
53075,Random Lake,WI,STANDARD
53076,Richfield,WI,STANDARD
53078,Rubicon,WI,STANDARD
53079,Saint Cloud,WI,STANDARD
53080,Saukville,WI,STANDARD
53081,Sheboygan,WI,STANDARD
53082,Sheboygan,WI,PO BOX
53083,Sheboygan,WI,STANDARD
53085,Sheboygan Falls,WI,STANDARD
53086,Slinger,WI,STANDARD
53088,Stockbridge,WI,PO BOX
53089,Sussex,WI,STANDARD
53090,West Bend,WI,STANDARD
53091,Theresa,WI,STANDARD
53092,Mequon,WI,STANDARD
53093,Waldo,WI,STANDARD
53094,Watertown,WI,STANDARD
53095,West Bend,WI,STANDARD
53097,Mequon,WI,STANDARD
53098,Watertown,WI,STANDARD
53099,Woodland,WI,STANDARD
53101,Bassett,WI,PO BOX
53102,Benet Lake,WI,PO BOX
53103,Big Bend,WI,STANDARD
53104,Bristol,WI,STANDARD
53105,Burlington,WI,STANDARD
53108,Caledonia,WI,STANDARD
53109,Camp Lake,WI,PO BOX
53110,Cudahy,WI,STANDARD
53114,Darien,WI,STANDARD
53115,Delavan,WI,STANDARD
53118,Dousman,WI,STANDARD
53119,Eagle,WI,STANDARD
53120,East Troy,WI,STANDARD
53121,Elkhorn,WI,STANDARD
53122,Elm Grove,WI,STANDARD
53125,Fontana,WI,STANDARD
53126,Franksville,WI,STANDARD
53127,Genesee Depot,WI,PO BOX
53128,Genoa City,WI,STANDARD
53129,Greendale,WI,STANDARD
53130,Hales Corners,WI,STANDARD
53132,Franklin,WI,STANDARD
53137,Helenville,WI,STANDARD
53138,Honey Creek,WI,PO BOX
53139,Kansasville,WI,STANDARD
53140,Kenosha,WI,STANDARD
53141,Kenosha,WI,PO BOX
53142,Kenosha,WI,STANDARD
53143,Kenosha,WI,STANDARD
53144,Kenosha,WI,STANDARD
53146,New Berlin,WI,STANDARD
53147,Lake Geneva,WI,STANDARD
53148,Lyons,WI,PO BOX
53149,Mukwonago,WI,STANDARD
53150,Muskego,WI,STANDARD
53151,New Berlin,WI,STANDARD
53152,New Munster,WI,PO BOX
53153,North Prairie,WI,STANDARD
53154,Oak Creek,WI,STANDARD
53156,Palmyra,WI,STANDARD
53157,Pell Lake,WI,PO BOX
53158,Pleasant Prairie,WI,STANDARD
53159,Powers Lake,WI,PO BOX
53167,Rochester,WI,PO BOX
53168,Salem,WI,STANDARD
53170,Silver Lake,WI,STANDARD
53171,Somers,WI,PO BOX
53172,South Milwaukee,WI,STANDARD
53176,Springfield,WI,PO BOX
53177,Sturtevant,WI,STANDARD
53178,Sullivan,WI,STANDARD
53179,Trevor,WI,STANDARD
53181,Twin Lakes,WI,STANDARD
53182,Union Grove,WI,STANDARD
53183,Wales,WI,STANDARD
53184,Walworth,WI,STANDARD
53185,Waterford,WI,STANDARD
53186,Waukesha,WI,STANDARD
53187,Waukesha,WI,PO BOX
53188,Waukesha,WI,STANDARD
53189,Waukesha,WI,STANDARD
53190,Whitewater,WI,STANDARD
53191,Williams Bay,WI,STANDARD
53192,Wilmot,WI,PO BOX
53194,Woodworth,WI,PO BOX
53195,Zenda,WI,PO BOX
53199,Silver Lake,WI,PO BOX
53201,Milwaukee,WI,PO BOX
53202,Milwaukee,WI,STANDARD
53203,Milwaukee,WI,STANDARD
53204,Milwaukee,WI,STANDARD
53205,Milwaukee,WI,STANDARD
53206,Milwaukee,WI,STANDARD
53207,Milwaukee,WI,STANDARD
53208,Milwaukee,WI,STANDARD
53209,Milwaukee,WI,STANDARD
53210,Milwaukee,WI,STANDARD
53211,Milwaukee,WI,STANDARD
53212,Milwaukee,WI,STANDARD
53213,Milwaukee,WI,STANDARD
53214,Milwaukee,WI,STANDARD
53215,Milwaukee,WI,STANDARD
53216,Milwaukee,WI,STANDARD
53217,Milwaukee,WI,STANDARD
53218,Milwaukee,WI,STANDARD
53219,Milwaukee,WI,STANDARD
53220,Milwaukee,WI,STANDARD
53221,Milwaukee,WI,STANDARD
53222,Milwaukee,WI,STANDARD
53223,Milwaukee,WI,STANDARD
53224,Milwaukee,WI,STANDARD
53225,Milwaukee,WI,STANDARD
53226,Milwaukee,WI,STANDARD
53227,Milwaukee,WI,STANDARD
53228,Milwaukee,WI,STANDARD
53233,Milwaukee,WI,STANDARD
53234,Milwaukee,WI,PO BOX
53235,Saint Francis,WI,STANDARD
53237,Milwaukee,WI,PO BOX
53244,Milwaukee,WI,PO BOX
53259,Milwaukee,WI,UNIQUE
53263,Milwaukee,WI,UNIQUE
53267,Milwaukee,WI,UNIQUE
53268,Milwaukee,WI,UNIQUE
53274,Milwaukee,WI,UNIQUE
53278,Milwaukee,WI,UNIQUE
53288,Milwaukee,WI,UNIQUE
53290,Milwaukee,WI,UNIQUE
53293,Milwaukee,WI,UNIQUE
53295,Milwaukee,WI,UNIQUE
53401,Racine,WI,PO BOX
53402,Racine,WI,STANDARD
53403,Racine,WI,STANDARD
53404,Racine,WI,STANDARD
53405,Racine,WI,STANDARD
53406,Racine,WI,STANDARD
53407,Racine,WI,UNIQUE
53408,Racine,WI,PO BOX
53501,Afton,WI,PO BOX
53502,Albany,WI,STANDARD
53503,Arena,WI,STANDARD
53504,Argyle,WI,STANDARD
53505,Avalon,WI,STANDARD
53506,Avoca,WI,STANDARD
53507,Barneveld,WI,STANDARD
53508,Belleville,WI,STANDARD
53510,Belmont,WI,STANDARD
53511,Beloit,WI,STANDARD
53512,Beloit,WI,PO BOX
53515,Black Earth,WI,STANDARD
53516,Blanchardville,WI,STANDARD
53517,Blue Mounds,WI,STANDARD
53518,Blue River,WI,STANDARD
53520,Brodhead,WI,STANDARD
53521,Brooklyn,WI,STANDARD
53522,Browntown,WI,STANDARD
53523,Cambridge,WI,STANDARD
53525,Clinton,WI,STANDARD
53526,Cobb,WI,STANDARD
53527,Cottage Grove,WI,STANDARD
53528,Cross Plains,WI,STANDARD
53529,Dane,WI,STANDARD
53530,Darlington,WI,STANDARD
53531,Deerfield,WI,STANDARD
53532,Deforest,WI,STANDARD
53533,Dodgeville,WI,STANDARD
53534,Edgerton,WI,STANDARD
53535,Edmund,WI,PO BOX
53536,Evansville,WI,STANDARD
53537,Footville,WI,PO BOX
53538,Fort Atkinson,WI,STANDARD
53540,Gotham,WI,PO BOX
53541,Gratiot,WI,STANDARD
53542,Hanover,WI,PO BOX
53543,Highland,WI,STANDARD
53544,Hollandale,WI,STANDARD
53545,Janesville,WI,STANDARD
53546,Janesville,WI,STANDARD
53547,Janesville,WI,PO BOX
53548,Janesville,WI,STANDARD
53549,Jefferson,WI,STANDARD
53550,Juda,WI,STANDARD
53551,Lake Mills,WI,STANDARD
53553,Linden,WI,STANDARD
53554,Livingston,WI,STANDARD
53555,Lodi,WI,STANDARD
53556,Lone Rock,WI,STANDARD
53557,Lowell,WI,STANDARD
53558,Mcfarland,WI,STANDARD
53559,Marshall,WI,STANDARD
53560,Mazomanie,WI,STANDARD
53561,Merrimac,WI,STANDARD
53562,Middleton,WI,STANDARD
53563,Milton,WI,STANDARD
53565,Mineral Point,WI,STANDARD
53566,Monroe,WI,STANDARD
53569,Montfort,WI,STANDARD
53570,Monticello,WI,STANDARD
53571,Morrisonville,WI,PO BOX
53572,Mount Horeb,WI,STANDARD
53573,Muscoda,WI,STANDARD
53574,New Glarus,WI,STANDARD
53575,Oregon,WI,STANDARD
53576,Orfordville,WI,STANDARD
53577,Plain,WI,STANDARD
53578,Prairie Du Sac,WI,STANDARD
53579,Reeseville,WI,STANDARD
53580,Rewey,WI,STANDARD
53581,Richland Center,WI,STANDARD
53582,Ridgeway,WI,STANDARD
53583,Sauk City,WI,STANDARD
53584,Sextonville,WI,PO BOX
53585,Sharon,WI,STANDARD
53586,Shullsburg,WI,STANDARD
53587,South Wayne,WI,STANDARD
53588,Spring Green,WI,STANDARD
53589,Stoughton,WI,STANDARD
53590,Sun Prairie,WI,STANDARD
53593,Verona,WI,STANDARD
53594,Waterloo,WI,STANDARD
53595,Dodgeville,WI,UNIQUE
53596,Sun Prairie,WI,UNIQUE
53597,Waunakee,WI,STANDARD
53598,Windsor,WI,STANDARD
53599,Woodford,WI,PO BOX
53701,Madison,WI,PO BOX
53702,Madison,WI,UNIQUE
53703,Madison,WI,STANDARD
53704,Madison,WI,STANDARD
53705,Madison,WI,STANDARD
53706,Madison,WI,STANDARD
53707,Madison,WI,PO BOX
53708,Madison,WI,PO BOX
53711,Madison,WI,STANDARD
53713,Madison,WI,STANDARD
53714,Madison,WI,STANDARD
53715,Madison,WI,STANDARD
53716,Madison,WI,STANDARD
53717,Madison,WI,STANDARD
53718,Madison,WI,STANDARD
53719,Madison,WI,STANDARD
53725,Madison,WI,PO BOX
53726,Madison,WI,STANDARD
53744,Madison,WI,PO BOX
53774,Madison,WI,UNIQUE
53777,Madison,WI,UNIQUE
53778,Madison,WI,UNIQUE
53779,Madison,WI,UNIQUE
53782,Madison,WI,UNIQUE
53783,Madison,WI,UNIQUE
53784,Madison,WI,UNIQUE
53785,Madison,WI,UNIQUE
53786,Madison,WI,UNIQUE
53788,Madison,WI,UNIQUE
53789,Madison,WI,UNIQUE
53790,Madison,WI,UNIQUE
53791,Madison,WI,UNIQUE
53792,Madison,WI,UNIQUE
53793,Madison,WI,UNIQUE
53794,Madison,WI,UNIQUE
53801,Bagley,WI,STANDARD
53802,Beetown,WI,PO BOX
53803,Benton,WI,STANDARD
53804,Bloomington,WI,STANDARD
53805,Boscobel,WI,STANDARD
53806,Cassville,WI,STANDARD
53807,Cuba City,WI,STANDARD
53808,Dickeyville,WI,PO BOX
53809,Fennimore,WI,STANDARD
53810,Glen Haven,WI,STANDARD
53811,Hazel Green,WI,STANDARD
53812,Kieler,WI,PO BOX
53813,Lancaster,WI,STANDARD
53816,Mount Hope,WI,STANDARD
53817,Patch Grove,WI,PO BOX
53818,Platteville,WI,STANDARD
53820,Potosi,WI,STANDARD
53821,Prairie Du Chien,WI,STANDARD
53824,Sinsinawa,WI,PO BOX
53825,Stitzer,WI,STANDARD
53826,Wauzeka,WI,STANDARD
53827,Woodman,WI,STANDARD
53901,Portage,WI,STANDARD
53910,Adams,WI,STANDARD
53911,Arlington,WI,STANDARD
53913,Baraboo,WI,STANDARD
53916,Beaver Dam,WI,STANDARD
53919,Brandon,WI,STANDARD
53920,Briggsville,WI,STANDARD
53922,Burnett,WI,STANDARD
53923,Cambria,WI,STANDARD
53924,Cazenovia,WI,STANDARD
53925,Columbus,WI,STANDARD
53926,Dalton,WI,STANDARD
53927,Dellwood,WI,PO BOX
53928,Doylestown,WI,PO BOX
53929,Elroy,WI,STANDARD
53930,Endeavor,WI,STANDARD
53931,Fairwater,WI,PO BOX
53932,Fall River,WI,STANDARD
53933,Fox Lake,WI,STANDARD
53934,Friendship,WI,STANDARD
53935,Friesland,WI,PO BOX
53936,Grand Marsh,WI,STANDARD
53937,Hillpoint,WI,STANDARD
53939,Kingston,WI,PO BOX
53940,Lake Delton,WI,PO BOX
53941,La Valle,WI,STANDARD
53942,Lime Ridge,WI,PO BOX
53943,Loganville,WI,STANDARD
53944,Lyndon Station,WI,STANDARD
53946,Markesan,WI,STANDARD
53947,Marquette,WI,PO BOX
53948,Mauston,WI,STANDARD
53949,Montello,WI,STANDARD
53950,New Lisbon,WI,STANDARD
53951,North Freedom,WI,STANDARD
53952,Oxford,WI,STANDARD
53953,Packwaukee,WI,PO BOX
53954,Pardeeville,WI,STANDARD
53955,Poynette,WI,STANDARD
53956,Randolph,WI,STANDARD
53957,Randolph,WI,UNIQUE
53958,Reedsburg,WI,UNIQUE
53959,Reedsburg,WI,STANDARD
53960,Rio,WI,STANDARD
53961,Rock Springs,WI,STANDARD
53962,Union Center,WI,PO BOX
53963,Waupun,WI,STANDARD
53964,Westfield,WI,STANDARD
53965,Wisconsin Dells,WI,STANDARD
53968,Wonewoc,WI,STANDARD
53969,Wyocena,WI,PO BOX
54001,Amery,WI,STANDARD
54002,Baldwin,WI,STANDARD
54003,Beldenville,WI,STANDARD
54004,Clayton,WI,STANDARD
54005,Clear Lake,WI,STANDARD
54006,Cushing,WI,STANDARD
54007,Deer Park,WI,STANDARD
54009,Dresser,WI,STANDARD
54010,East Ellsworth,WI,PO BOX
54011,Ellsworth,WI,STANDARD
54013,Glenwood City,WI,STANDARD
54014,Hager City,WI,STANDARD
54015,Hammond,WI,STANDARD
54016,Hudson,WI,STANDARD
54017,New Richmond,WI,STANDARD
54020,Osceola,WI,STANDARD
54021,Prescott,WI,STANDARD
54022,River Falls,WI,STANDARD
54023,Roberts,WI,STANDARD
54024,Saint Croix Falls,WI,STANDARD
54025,Somerset,WI,STANDARD
54026,Star Prairie,WI,STANDARD
54027,Wilson,WI,STANDARD
54028,Woodville,WI,STANDARD
54082,Houlton,WI,STANDARD
54101,Abrams,WI,STANDARD
54102,Amberg,WI,STANDARD
54103,Armstrong Creek,WI,STANDARD
54104,Athelstane,WI,STANDARD
54106,Black Creek,WI,STANDARD
54107,Bonduel,WI,STANDARD
54110,Brillion,WI,STANDARD
54111,Cecil,WI,STANDARD
54112,Coleman,WI,STANDARD
54113,Combined Locks,WI,STANDARD
54114,Crivitz,WI,STANDARD
54115,De Pere,WI,STANDARD
54119,Dunbar,WI,STANDARD
54120,Fence,WI,STANDARD
54121,Florence,WI,STANDARD
54123,Forest Junction,WI,STANDARD
54124,Gillett,WI,STANDARD
54125,Goodman,WI,STANDARD
54126,Greenleaf,WI,STANDARD
54127,Green Valley,WI,STANDARD
54128,Gresham,WI,STANDARD
54129,Hilbert,WI,STANDARD
54130,Kaukauna,WI,STANDARD
54131,Freedom,WI,PO BOX
54135,Keshena,WI,STANDARD
54136,Kimberly,WI,STANDARD
54137,Krakow,WI,STANDARD
54138,Lakewood,WI,STANDARD
54139,Lena,WI,STANDARD
54140,Little Chute,WI,STANDARD
54141,Little Suamico,WI,STANDARD
54143,Marinette,WI,STANDARD
54149,Mountain,WI,STANDARD
54150,Neopit,WI,STANDARD
54151,Niagara,WI,STANDARD
54152,Nichols,WI,PO BOX
54153,Oconto,WI,STANDARD
54154,Oconto Falls,WI,STANDARD
54155,Oneida,WI,STANDARD
54156,Pembine,WI,STANDARD
54157,Peshtigo,WI,STANDARD
54159,Porterfield,WI,STANDARD
54160,Potter,WI,PO BOX
54161,Pound,WI,STANDARD
54162,Pulaski,WI,STANDARD
54165,Seymour,WI,STANDARD
54166,Shawano,WI,STANDARD
54169,Sherwood,WI,STANDARD
54170,Shiocton,WI,STANDARD
54171,Sobieski,WI,STANDARD
54173,Suamico,WI,STANDARD
54174,Suring,WI,STANDARD
54175,Townsend,WI,STANDARD
54177,Wausaukee,WI,STANDARD
54180,Wrightstown,WI,STANDARD
54182,Zachow,WI,PO BOX
54201,Algoma,WI,STANDARD
54202,Baileys Harbor,WI,STANDARD
54204,Brussels,WI,STANDARD
54205,Casco,WI,STANDARD
54207,Collins,WI,PO BOX
54208,Denmark,WI,STANDARD
54209,Egg Harbor,WI,STANDARD
54210,Ellison Bay,WI,STANDARD
54211,Ephraim,WI,PO BOX
54212,Fish Creek,WI,STANDARD
54213,Forestville,WI,STANDARD
54214,Francis Creek,WI,PO BOX
54215,Kellnersville,WI,PO BOX
54216,Kewaunee,WI,STANDARD
54217,Luxemburg,WI,STANDARD
54220,Manitowoc,WI,STANDARD
54221,Manitowoc,WI,PO BOX
54226,Maplewood,WI,PO BOX
54227,Maribel,WI,STANDARD
54228,Mishicot,WI,STANDARD
54229,New Franken,WI,STANDARD
54230,Reedsville,WI,STANDARD
54232,Saint Nazianz,WI,PO BOX
54234,Sister Bay,WI,STANDARD
54235,Sturgeon Bay,WI,STANDARD
54240,Tisch Mills,WI,PO BOX
54241,Two Rivers,WI,STANDARD
54245,Valders,WI,STANDARD
54246,Washington Island,WI,STANDARD
54247,Whitelaw,WI,STANDARD
54301,Green Bay,WI,STANDARD
54302,Green Bay,WI,STANDARD
54303,Green Bay,WI,STANDARD
54304,Green Bay,WI,STANDARD
54305,Green Bay,WI,PO BOX
54306,Green Bay,WI,PO BOX
54307,Green Bay,WI,PO BOX
54308,Green Bay,WI,PO BOX
54311,Green Bay,WI,STANDARD
54313,Green Bay,WI,STANDARD
54324,Green Bay,WI,PO BOX
54344,Green Bay,WI,UNIQUE
54401,Wausau,WI,STANDARD
54402,Wausau,WI,PO BOX
54403,Wausau,WI,STANDARD
54404,Marshfield,WI,STANDARD
54405,Abbotsford,WI,STANDARD
54406,Amherst,WI,STANDARD
54407,Amherst Junction,WI,STANDARD
54408,Aniwa,WI,STANDARD
54409,Antigo,WI,STANDARD
54410,Arpin,WI,STANDARD
54411,Athens,WI,STANDARD
54412,Auburndale,WI,STANDARD
54413,Babcock,WI,PO BOX
54414,Birnamwood,WI,STANDARD
54415,Blenker,WI,PO BOX
54416,Bowler,WI,STANDARD
54417,Brokaw,WI,PO BOX
54418,Bryant,WI,STANDARD
54420,Chili,WI,STANDARD
54421,Colby,WI,STANDARD
54422,Curtiss,WI,STANDARD
54423,Custer,WI,STANDARD
54424,Deerbrook,WI,STANDARD
54425,Dorchester,WI,STANDARD
54426,Edgar,WI,STANDARD
54427,Eland,WI,STANDARD
54428,Elcho,WI,STANDARD
54429,Elderon,WI,PO BOX
54430,Elton,WI,STANDARD
54432,Galloway,WI,PO BOX
54433,Gilman,WI,STANDARD
54434,Jump River,WI,PO BOX
54435,Gleason,WI,STANDARD
54436,Granton,WI,STANDARD
54437,Greenwood,WI,STANDARD
54439,Hannibal,WI,PO BOX
54440,Hatley,WI,STANDARD
54441,Hewitt,WI,STANDARD
54442,Irma,WI,STANDARD
54443,Junction City,WI,STANDARD
54446,Loyal,WI,STANDARD
54447,Lublin,WI,STANDARD
54448,Marathon,WI,STANDARD
54449,Marshfield,WI,STANDARD
54450,Mattoon,WI,PO BOX
54451,Medford,WI,STANDARD
54452,Merrill,WI,STANDARD
54454,Milladore,WI,STANDARD
54455,Mosinee,WI,STANDARD
54456,Neillsville,WI,STANDARD
54457,Nekoosa,WI,STANDARD
54458,Nelsonville,WI,PO BOX
54459,Ogema,WI,STANDARD
54460,Owen,WI,STANDARD
54462,Pearson,WI,STANDARD
54463,Pelican Lake,WI,STANDARD
54464,Phlox,WI,PO BOX
54465,Pickerel,WI,STANDARD
54466,Pittsville,WI,STANDARD
54467,Plover,WI,STANDARD
54469,Port Edwards,WI,STANDARD
54470,Rib Lake,WI,STANDARD
54471,Ringle,WI,STANDARD
54472,Marshfield,WI,UNIQUE
54473,Rosholt,WI,STANDARD
54474,Rothschild,WI,STANDARD
54475,Rudolph,WI,STANDARD
54476,Schofield,WI,STANDARD
54479,Spencer,WI,STANDARD
54480,Stetsonville,WI,STANDARD
54481,Stevens Point,WI,STANDARD
54482,Stevens Point,WI,STANDARD
54484,Stratford,WI,STANDARD
54485,Summit Lake,WI,STANDARD
54486,Tigerton,WI,STANDARD
54487,Tomahawk,WI,STANDARD
54488,Unity,WI,STANDARD
54489,Vesper,WI,STANDARD
54490,Westboro,WI,STANDARD
54491,White Lake,WI,STANDARD
54492,Stevens Point,WI,UNIQUE
54493,Willard,WI,STANDARD
54494,Wisconsin Rapids,WI,STANDARD
54495,Wisconsin Rapids,WI,STANDARD
54498,Withee,WI,STANDARD
54499,Wittenberg,WI,STANDARD
54501,Rhinelander,WI,STANDARD
54511,Argonne,WI,STANDARD
54512,Boulder Junction,WI,STANDARD
54513,Brantwood,WI,STANDARD
54514,Butternut,WI,STANDARD
54515,Catawba,WI,STANDARD
54517,Clam Lake,WI,STANDARD
54519,Conover,WI,STANDARD
54520,Crandon,WI,STANDARD
54521,Eagle River,WI,STANDARD
54524,Fifield,WI,STANDARD
54525,Gile,WI,STANDARD
54526,Glen Flora,WI,STANDARD
54527,Glidden,WI,STANDARD
54529,Harshaw,WI,STANDARD
54530,Hawkins,WI,STANDARD
54531,Hazelhurst,WI,STANDARD
54532,Heafford Junction,WI,PO BOX
54534,Hurley,WI,STANDARD
54536,Iron Belt,WI,PO BOX
54537,Kennan,WI,STANDARD
54538,Lac Du Flambeau,WI,STANDARD
54539,Lake Tomahawk,WI,STANDARD
54540,Land O Lakes,WI,STANDARD
54541,Laona,WI,STANDARD
54542,Long Lake,WI,STANDARD
54543,Mc Naughton,WI,PO BOX
54545,Manitowish Waters,WI,STANDARD
54546,Mellen,WI,STANDARD
54547,Mercer,WI,STANDARD
54548,Minocqua,WI,STANDARD
54550,Montreal,WI,STANDARD
54552,Park Falls,WI,STANDARD
54554,Phelps,WI,STANDARD
54555,Phillips,WI,STANDARD
54556,Prentice,WI,STANDARD
54557,Presque Isle,WI,STANDARD
54558,Saint Germain,WI,STANDARD
54559,Saxon,WI,STANDARD
54560,Sayner,WI,STANDARD
54561,Star Lake,WI,STANDARD
54562,Three Lakes,WI,STANDARD
54563,Tony,WI,STANDARD
54564,Tripoli,WI,STANDARD
54565,Upson,WI,STANDARD
54566,Wabeno,WI,STANDARD
54568,Woodruff,WI,STANDARD
54601,La Crosse,WI,STANDARD
54602,La Crosse,WI,PO BOX
54603,La Crosse,WI,STANDARD
54610,Alma,WI,STANDARD
54611,Alma Center,WI,STANDARD
54612,Arcadia,WI,STANDARD
54613,Arkdale,WI,STANDARD
54614,Bangor,WI,STANDARD
54615,Black River Falls,WI,STANDARD
54616,Blair,WI,STANDARD
54618,Camp Douglas,WI,STANDARD
54619,Cashton,WI,STANDARD
54620,Cataract,WI,PO BOX
54621,Chaseburg,WI,STANDARD
54622,Cochrane,WI,STANDARD
54623,Coon Valley,WI,STANDARD
54624,De Soto,WI,STANDARD
54625,Dodge,WI,STANDARD
54626,Eastman,WI,STANDARD
54627,Ettrick,WI,STANDARD
54628,Ferryville,WI,STANDARD
54629,Fountain City,WI,STANDARD
54630,Galesville,WI,STANDARD
54631,Gays Mills,WI,STANDARD
54632,Genoa,WI,STANDARD
54634,Hillsboro,WI,STANDARD
54635,Hixton,WI,STANDARD
54636,Holmen,WI,STANDARD
54637,Hustler,WI,PO BOX
54638,Kendall,WI,STANDARD
54639,La Farge,WI,STANDARD
54640,Lynxville,WI,PO BOX
54641,Mather,WI,PO BOX
54642,Melrose,WI,STANDARD
54643,Millston,WI,PO BOX
54644,Mindoro,WI,STANDARD
54645,Mount Sterling,WI,PO BOX
54646,Necedah,WI,STANDARD
54648,Norwalk,WI,STANDARD
54649,Oakdale,WI,PO BOX
54650,Onalaska,WI,STANDARD
54651,Ontario,WI,STANDARD
54652,Readstown,WI,STANDARD
54653,Rockland,WI,STANDARD
54654,Seneca,WI,PO BOX
54655,Soldiers Grove,WI,STANDARD
54656,Sparta,WI,STANDARD
54657,Steuben,WI,STANDARD
54658,Stoddard,WI,STANDARD
54659,Taylor,WI,STANDARD
54660,Tomah,WI,STANDARD
54661,Trempealeau,WI,STANDARD
54662,Tunnel City,WI,PO BOX
54664,Viola,WI,STANDARD
54665,Viroqua,WI,STANDARD
54666,Warrens,WI,STANDARD
54667,Westby,WI,STANDARD
54669,West Salem,WI,STANDARD
54670,Wilton,WI,STANDARD
54701,Eau Claire,WI,STANDARD
54702,Eau Claire,WI,PO BOX
54703,Eau Claire,WI,STANDARD
54720,Altoona,WI,STANDARD
54721,Arkansaw,WI,STANDARD
54722,Augusta,WI,STANDARD
54723,Bay City,WI,STANDARD
54724,Bloomer,WI,STANDARD
54725,Boyceville,WI,STANDARD
54726,Boyd,WI,STANDARD
54727,Cadott,WI,STANDARD
54728,Chetek,WI,STANDARD
54729,Chippewa Falls,WI,STANDARD
54730,Colfax,WI,STANDARD
54731,Conrath,WI,STANDARD
54732,Cornell,WI,STANDARD
54733,Dallas,WI,STANDARD
54734,Downing,WI,STANDARD
54735,Downsville,WI,PO BOX
54736,Durand,WI,STANDARD
54737,Eau Galle,WI,STANDARD
54738,Eleva,WI,STANDARD
54739,Elk Mound,WI,STANDARD
54740,Elmwood,WI,STANDARD
54741,Fairchild,WI,STANDARD
54742,Fall Creek,WI,STANDARD
54743,Gilmanton,WI,PO BOX
